alarm_id,category,code,description,message,reaction,remedy,system
4114,NCK,4114,For PROFIBUS/PROFINET only: The DP cycle in the SDB contains an error and cannot be set. The default value of $MN_SYSCLOCK_CYCLE_TIME is set.,Error in DP cycle of the SDB,Alarm display.,Correct the SDB,Siemens 840D
4115,NCK,4115,"The value of the machine data 10072 has been adapted. This can only occur, if the value of the machine data is smaller than one and the time thus calculated is no multiple of the position control cycle.",Time ratio communication to Ipo changed to %1,"Alarm display. NCK alarms 01/2008 Overview of Alarms 2-43 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008",The machine data $MN_COM_IPO_TIME_RATIO has been adapted. Please check to ensure that the calculated value is correct.,Siemens 840D
4150,NCK,4150,"The machine data $MN_M_NO_FCT_CYCLE[n] or $MN_M_NO_FCT_CYCLE_PAR contains invalid configration data: An M function, which is used by the system and can not be replaced by a subprogram call has been specified in the machine data $MN_M_NO_FCT_CYCLE[n] for the configuration of the subprogram call via M function: - M0 to M5, - M17, M30, - M19, M40 to M45, - M function for selecting spindle/axis mode according to $MC_SPIND_RIGID_TAPPING_M_NR (default: M70), - M functions for nibbling/punching as con",Channel %1 invalid M function subprogram call configured,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Configure an M function in the machine data $MN_M_NO_FCT_CYCLE[n] that is not assigned by the system, or configure a permissible array index in the machine data $MN_M_NO_FCT_CYCLE_PAR.",Siemens 840D
4152,NCK,4152,"The ""Block display with absolute values"" function has been illegally parameterized: - An illegal block length has been set with $MC_MM_ABSBLOCK: While ramping up, the machine data will be checked for the following value range: 0, 1, 128 to 512 - An invalid display range has been set with $MC_MM_ABSBLOCK_BUFFER_CONF[]. While ramping up, the machine data will be checked for the following upper and lower limits: - 0 <= $MC_MM_ABSBLOCK_BUFFER_CONF[0] <= 8 - 0 <= $MC_MM_ABSBLOCK_BUFFER_CONF[1] <= ($M",Illegal configuration of the 'Block display with absolute values' function,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Configure block length/display range within the permissible limits.,Siemens 840D
4160,NCK,4160,"An M function was specified in machine data $MC_SPIND_RIGID_TAPPING_M_NR in order to configure the M function number for spindle switchover. The M function number is assigned by the system and cannot be used for the switchover (M1 to M5, M17, M30, M40 to M45).",Channel %1 invalid M function number configured for spindle switchover,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"(M1 to M5, M17, M30, M40 to M45). Configure an M function which is not used by the system (M1 to M5, M17, M30, M40 to M45) in machine data $MC_SPIND_RIGID_TAPPING_M_NR.",Siemens 840D
4170,NCK,4170,An M number between 0 and 99 has been specified In machine data $MN_EXTERN_CHAN_SYNC_M_NR_MIN or $MN_EXTERN_CHAN_SYNC_M_NR_MAX for the configuration of the M number range for channel synchronization in ISO2/3 mode or the machine data $MN_EXTERN_CHAN_SYNC_M_NR_MAX is smaller than $MN_EXTERN_CHAN_SYNC_M_NR_MIN.,Invalid M function number for channel synchronisation assigned,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Check machine data $MN_EXTERN_CHAN_SYNC_M_NR_MIN and $MN_EXTERN_CHAN_SYNC_M_NR_MAX.,Siemens 840D
4180,NCK,4180,An invalid M function number has been assigned for activation of ASUP. An illegal M number has been assigned in machine data $MN_EXTERN_M_NO_SET_INT or $MN_EXTERN_M_NO_DISABLE_INT for the configuration of the M number range for activation/deactivation of the interrupt program.,Invalid M function number assigned to enable ASUP,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Check machine data $MN_EXTERN_M_NO_SET_INT and $MN_EXTERN_M_NO_DISABLE_INT.,Siemens 840D
4181,NCK,4181,"In machine data $MC_AUXFU_ASSOC_M0_VALUE or $MC_AUXFU_ASSOC_M1_VALUE, a number has been specified for the configuration of a new predefined M function which is occupied by the system, and cannot be used for an assignment. (M0 to M5, M17, M30, M40 to M45).",Channel %1 invalid assignment of an M auxiliary function number,"Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. NCK alarms 01/2008 Overview of Alarms 2-45 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Configure an M function in machine data $MC_AUXFU_ASSOC_M0_VALUE or $MC_AUXFU_ASSOC_M1_VALUE which is not occupied by the system (M1 to M5, M17, M30, M40 to M45).",Siemens 840D
4182,NCK,4182,"In the specified machine data, a number has been specified for the configuration of an M function which is occupied by the system, and cannot be used for an assignment. (M0 to M5, M17, M30, M40 to M45 and also M98, M99 with applied ISO dialect). The value set by the user has been reset to the default value by the system.","Channel %1 invalid M auxiliary function number in %2%3, MD reset",Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Configure an M function in the specified machine data which is not occupied by the system (M0 to M5, M17, M30, M40 to M45 and also M98, M99 with applied ISO dialect).",Siemens 840D
4183,NCK,4183,"In the specified machine data, a number has been used several times for the configuration of an M function.",Channel %1 M auxiliary function number %2 used several times (%3 and,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Check the specified machine data and create a unique assignment of M auxiliary function numbers.,Siemens 840D
4184,NCK,4184,"In the specified machine data, a predefined auxiliary function has been illegally configured. The value set by the user has been reset to the default value by the system.","Channel %1 illegally predefined auxiliary function in %2%3, MD reset",Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Configure a valid value in the specified machine data.,Siemens 840D
4185,NCK,4185,An auxiliary function has been illegally configured. Predefined auxiliary functions cannot be reconfigured by user-defined auxiliary functions.,Channel %1 illegal auxiliary function configured %2 %3 %4,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Reconfigure the auxiliary function.,Siemens 840D
4200,NCK,4200,The geometry axes represent a Cartesian coordinate system and therefore the declaration of a geometry axis as rotary axis leads to a definition conflict.,Channel %1 geometry axis %2 must not be declared a rotary axis,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.","Please inform the authorized personnel/service department. Remove rotary axis declaration for this machine axis. For this purpose, the geometry axis index for the displayed geometry axis must be determined by means of the channel-specific MD array 20060 AXCONF_GEOAX_NAME_TAB. The channel axis number is stored with the same index in the channel-specific MD array 20050 AXCONF_GEOAX_ASSIGN_TAB. The channel axis number minus 1 provides the channel axis index under which the machine axis number is fo",Siemens 840D
4210,NCK,4210,"If a machine axis is to be operated as a spindle, this machine axis must be declared as a rotary axis.",Channel %1 spindle %2 declaration as rotary axis missing,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.",Please inform the authorized personnel/service department. Set rotary axis declaration for this machine axis in the axis-specific MD 30300 IS_ROT_AX.,Siemens 840D
4215,NCK,4215,"The spindle functionality requires a modulo axis (positions in [deg],.).",Channel %1 spindle %2 declaration as modulo axis missing,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Please inform the authorized personnel/service department. Set MD ""ROT_IS_MODULO"".",Siemens 840D
4220,NCK,4220,The spindle number exists more than once in the channel.,Channel %1 spindle %2 declared repeatedly,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.",Please inform the authorized personnel/service department. The spindle number is stored in the axisspecific MD array 35000 SPIND_ASSIGN_TO_MACHAX. The channel to which this machine axis/spindle is assigned is listed in the machine axis index. (The machine axis number is given in the channel-specific MD array 20070 AXCONF_MACHAX_USED).,Siemens 840D
4225,NCK,4225,"The modulo functionality requires a rotary axis (positions in [deg],.).",Channel %1 axis %2 declaration as rotary axis missing,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Please inform the authorized personnel/service department. Set MD ""IS_ROT_AX"".",Siemens 840D
4230,NCK,4230,It is not allowed to enter this data while the part program is being executed (e.g. setting data for working area limitation or for dry run feedrate).,Channel %1 data alteration from external not possible in current channel,Alarm display.,The data to be entered must be altered before starting the part program.,Siemens 840D
4240,NCK,4240,"The settings for the interpolation and position control cycle were modified before the last power-up such that too little computing time is now available for the requisite cyclic task. The alarm occurs immediately after power-up if too little runtime is available even when the axes are stationary and the NC program has not started. However, task overflow can occur only when computation-intensive NC functions are called during program execution.","Runtime overflow for IPO cycle or position controller cycle, IP %1","NC not ready. The NC switches to follow-up mode. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. Alarm reaction delay is cancelled.","Please inform the authorized personnel/service department. Take greater care when optimizing the clock times NCK MD 10050 SYSCLOCK_CYCLE_TIME, MD 10060 POSCTRL_SYSCLOCK_TIME_RATIO and/or MD 10070 IPO_SYSCLOCK_TIME_RATIO. The test should be performed with an NC program that represents the worst case. For safety, a margin of 15 to 25% should be added to the times determined in this way.",Siemens 840D
4250,NCK,4250,This alarm indicates that the PLC provides the None FastPlcCom functionality during start-up although this functionality is requested by the NCK.,FastPlcCom functionality not available,Alarm display.,Retrofit the PLC with the FastPlcCom functionality or deactivate the FastPlcCom functionality by means of NCK machine data.,Siemens 840D
4252,NCK,4252,This alarm indicates that errors occured when reading the PLCIO with the FastPlcCom functionality.,PLCIO read error: %1,Alarm display.,Check machine data MD 10394/10395 or check the PLC hardware configuration.,Siemens 840D
4254,NCK,4254,This alarm indicates that errors occured when writing on the PLCIO with the FastPlcCom functionality.,PLCIO write error: %1,Alarm display.,Check machine data MD 10396/103947 or check the PLC hardware configuration.,Siemens 840D
4260,NCK,4260,Selected cam pair not activated by MD $MN_SW_ASSIGN_TAB or several cam pairs selected.,Machine data %1 illegal,Mode group not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Activate the cam pair or select only one cam pair.,Siemens 840D
4270,NCK,4270,The specified machine data assigns a digital input/output byte or an analog input/output signal the processing of which has not been activated to an NC function.,Machine data %1 assigns not activated NCK input/output byte %2,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,"Please inform the authorized personnel/service department. Correct machine data. Activate required inputs/outputs via MDs: - $MN_FASTIO_DIG_NUM_INPUTS - $MN_FASTIO_DIG_NUM_OUTPUTS - $MN_FASTIO_ANA_NUM_INPUTS - $MN_FASTIO_ANA_NUM_OUTPUTS Activation of fast inputs/outputs does not require the corresponding hardware configuration to be available at the control. All functions using fast inputs/outputs can also be made use of by the PLC specification/modification defined in the VDI interface, if the ",Siemens 840D
4275,NCK,4275,The specified machine data assign two NC functions to the same digital/analog output.,Machine data %1 and %2 both assign the same NCK output byte no. %3,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Correct machine data.,Siemens 840D
4280,NCK,4280,"When booting, the required input/output module was not found at the slot specified in the MD.",Assignment of NCK input/output byte via MD %1[%2] does not match,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Check hardware and correct the MD if necessary. Note: Monitoring of the hardware configuration is performed independently of the number of activated inputs/outputs (MD 10300 - 10360 FASTIO_ANA(DIG)_NUM_INPUTS(OUTPUTS)),Siemens 840D
4282,NCK,4282,Several outputs have been configured on the same hardware byte.,Hardware of external NCK outputs assigned repeatedly,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Alter MD 10364 HW_ASSIGN_DIG_FASTOUT or MD 10364 HW_ASSIGN_ANA_FASTOUT.,Siemens 840D
4285,NCK,4285,"For SIMODRIVE 611D only: An error occurred on terminal block no. %1 (sign-of-life failure, I/O module removed in current operation etc.). Error code 1: Sign-of-life failure from terminal block Error code 10: Sign-of-life failure NC","Error on terminal block %1, error code %2",NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Check hardware.,Siemens 840D
4290,NCK,4290,"The COM computer must alter the sign-of-life on the local P-bus in each SERVO cycle. Monitoring for alteration takes place in the IPO cycle. If the sign of life has not altered, this alarm is triggered.",Sign of life monitoring: local P-bus not alive,NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Check hardware.,Siemens 840D
4291,NCK,4291,The module on the specified slot has signaled a diagnostics alarm. The error code reported corresponds to the AS300 documentation.,"Failure of module in local P-bus slot %1, error codes %2 %3 %4",NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Check hardware.,Siemens 840D
4300,NCK,4300,"The axis cannot be operated as competing positioning axes, for example because the axis is the slave axis within a closed gantry group or a gantry group to be closed.",Declaration in MD %1 is not allowed for axis %2.,Alarm display.,Reset MD 30450 IS_CONCURRENT_POS_AX for the axis concerned.,Siemens 840D
4310,NCK,4310,The machine data values must be written in the array in ascending order.,Declaration in MD %1 index %2 is not allowed.,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Correct the MD.,Siemens 840D
4320,NCK,4320,The functions declared by the specified machine data cannot simultaneously be active for one axis.,Axis %1 function %2 %3 and %4 not allowed,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Deactivate one of the functions.,Siemens 840D
4334,NCK,4334,"The maximum permissible value of the fine correction in an orientable toolholder is limited by the machine data $MC_TOCARR_FINE_LIM_LIN for linear variables, and by the machine data $MC_TOCARR_FINE_LIM_ROT for rotary variables. The alarm can only occur if the setting data $SC_TOCARR_FINE_CORRECTION is not equal to zero.",Channel %1 The amount of fine correction in parameter %2 of the,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Enter a valid fine correction value.,Siemens 840D
4336,NCK,4336,"The orientable toolholder, with whose data the orientation transformation is to be parameterized (see machine data $MC_TRAFO5_TCARR_NO_1/2), does not exist.",Channel %1 orientable toolholder no. %2 for orientation transformation,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Enter a valid tool-carrier number.,Siemens 840D
4338,NCK,4338,"The parameters of the orientation transformation are taken over from the data of an orientable toolholder. This orientable toolholder contains an invalid transformation type. (Types T, P and M are permissible).",Channel %1 invalid transformation type '%2' in toolholder %3 for,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Enter a valid transformation type.,Siemens 840D
4340,NCK,4340,"An invalid, i.e. undefined, number was entered in one of the machine data TRAFO_TYPE_1 ... TRAFO_TYPE_8. This alarm also occurs if a certain type of transformation is only impossible on the type of control used (e.g. 5-axis transformation on a SINUMERIK 802D).",Channel %1 block %2 invalid transformation type in transformation no.,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Enter a valid transformation type.,Siemens 840D
4341,NCK,4341,"Only a limited number of machine data sets (usually 2) is available for each related group of transformations (e.g. orientation transformations, Transmit, Tracyl, etc.). This alarm is output if an attempt is made to set more transformations from a group. Example: Two orientation transformations are allowed. The machine data contains e.g.: TRAFO_TYPE_1 = 16 ; 1st orientation transformation TRAFO_TYPE_2 = 33 ; 2nd orientation transformation TRAFO_TYPE_3 = 256 ; 1st transmit transformation TRAFO_T",Channel %1 block %2 no data set available for transformation no. %3,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Enter valid machine data.,Siemens 840D
4342,NCK,4342,The machine data which describe the axis directions and the basic orientation and the input axes for the general 5-axis transformation are invalid. The error parameter displayed specifies the cause of the alarm: - 1: The first axis (TRAFO5_AXIS1_*) is not defined (all three entries of the vector are 0) - 2: The second axis (TRAFO5_AXIS2_*) is not defined (all three entries of the vector are 0) - 3: The basic orientation (TRAFO5_BASE_ORIENT_*) is not defined (all three entries of the vector are 0,Channel %1 invalid machine data for general 5-axis transformation error,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Set valid machine data.,Siemens 840D
4343,NCK,4343,An attempt was made to change the machine data of an active transformation and to activate the machine data with RESET or NEWCONFIG.,Channel %1 attempt made to change the machine data of an active,Interpreter stop Interface signals are set. Alarm display. NC Stop on alarm at block end.,Set valid machine data.,Siemens 840D
4345,NCK,4345,A chained transformation is incorrectly configured (machine data $MC_TRACON_CHAIN_1 or $MC_TRACON_CHAIN_2). The following causes for the error are possible: - The list of transformations to be chained starts with a 0 (at least one entry not equal to zero is required). - The list of transformations to be chained contains the number of a transformation which does not exist. - The number of a transformation in the list is greater than or equal to the number of the chained transformation. Example: ,Channel %1 invalid configuration in chained transformation no. %2,Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Set a valid transformation chain.,Siemens 840D
4346,NCK,4346,Machine data TRAFO_GEOAX_ASSIGN_TAB_X contains an invalid entry. The following causes for the error are possible: - The entry references a channel axis which does not exist. - The entry is zero (no axis) but the transformation needs the relevant axis as a geometry axis.,Channel %1 invalid geoaxis assignment in machine data %2[%3],Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Correct the entry in TRAFO_GEOAX_ASSIGN_TAB_X or TRAFO_AXES_IN_X.,Siemens 840D
4347,NCK,4347,Machine data TRAFO_AXIS_IN_X contains an invalid entry. The following causes for the error are possible: - The entry refers to a channel axis which does not exist. - The entry is zero (no axis) but the transformation needs the relevant axis as a channel axis. - More than one external axis has been entered in TRAFO_AXIS_IN_X for the 7-axis transformation.,Channel %1 invalid channel axis assignment in machine data %2[%3],Correction block is reorganized. Interface signals are set. Alarm display. NC Stop on alarm at block end.,Correct the entry in TRAFO_AXES_IN_X.,Siemens 840D
4350,NCK,4350,"MD 32410 JOG_AND_POS_JERK_ENABLE (jerk limitation) and MD 35240 ACCEL_TYPE_DRIVE (acceleration reduction) have been defined as the initial setting for an axis. However, the two functions cannot be activated at the same time for one axis.",Channel %1 axis identifier %2 machine data %3 not consistent with,Mode group not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.,Please inform the authorized personnel/service department. Resetting of 32410 JOG_AND_POS_JERK_ENABLE or 35240 ACCEL_TYPE_DRIVE.,Siemens 840D
4400,NCK,4400,"A machine data has been altered that configures the buffered memory. If the NCK powers up with the altered data, this will lead to reorganization of the buffered memory and thus to the loss of all buffered user data (part programs, tool data, GUD, leadscrew error compensation, ...)",MD alteration will cause reorganisation of buffered memory (loss of,Alarm display.,"Please inform the authorized personnel/service department. If the control includes user data that has not yet been saved, then a data backup must be performed before the next NCK power-up. By manually resetting the altered MD to the value it had before the last power-up, reorganization of the memory can be avoided.",Siemens 840D
4502,NCK,4502,"Previously, in $MC_RESET_MODE_MASK Bit4 and Bit5, the reset behavior of the 6th or 8th G groupe was determined. This setting is now made in $MC_GCODE_RESET_MODE. In order to ensure compatible handling of ""old"" data backups, the ""old"" values are taken from $MC_RESET_MODE_MASK and entered in $MC_GCODE_RESET_MODE.",Channel %1 anachronism %2(%3) -> %4,Alarm display.,--,Siemens 840D
4503,NCK,4503,"This error can only occur when MD $MN_MM_EXTERN_CNC_SYSTEM= 1 or 2. The Power ON effective machine data bit 10890, $MN_EXTERN_TOOLPROG_MODE, bit 3 has been reset. On reconstructing data handling after Power ON, it has been found that different edges of the same TO unit have the same H number. They had been linked previously. They are linked again and MD bit $MN_EXTERN_TOOLPROG_MODE, bit 3 is set again.",TO unit %1 H number %2 assigned more than once. H number linked,Alarm display.,"H numbers must be assigned only once in a TO unit. Then, machine data bit 10890, $MN_EXTERN_TOOLPROG_MODE, bit 3 can be set = 0 and a restart can be performed.",Siemens 840D
4600,NCK,4600,The handwheel type (hardware segment) for handwheel %1 requested through machine data $MN_HANDWHEEL_SEGMENT is invalid.,Invalid handwheel type for handwheel %1,Interface signals are set. Alarm display.,Configure a valid type for the corresponding handwheel through machine date $MN_HANDWHEEL_SEGMENT.,Siemens 840D
4610,NCK,4610,For SINUMERIK 840D and SINUMERIK 840DI only: The handwheel module for handwheel %1 requested through machine data $MN_HANDWHEEL_MODULE is not available for 840D systems. An 840D system is always regarded as a module. Therefore $MN_HANDWHEEL_MODULE = 1 must always be set for handwheels directly linked to 840D systems.,Invalid handwheel module for handwheel %1,Interface signals are set. Alarm display.,Set machine date $MN_HANDWHEEL_MODULE = 1 for the corresponding handwheel.,Siemens 840D
4611,NCK,4611,For SINUMERIK 840D and SINUMERIK 840Di only: The handwheel input for handwheel %1 requested through machine data $MN_HANDWHEEL_INPUT is not available for 840D systems. A maximum of 2 or 3 handwheels can be linked directly to 840D systems: 840D powerline: 1st and 2nd handwheels directly to the 840D hardware 840Di: 1st and 2nd handwheels directly to the extension board SIMODRIVE 611D only: 3rd handwheel via free encoder input.,Invalid handwheel input for handwheel %1,Interface signals are set. Alarm display.,Configure machine date $MN_HANDWHEEL_INPUT for a valid input for the corresponding handwheel,Siemens 840D
4620,NCK,4620,For SINUMERIK 802D only: The handwheel module for handwheel %1 requested through machine data $MN_HANDWHEEL_MODULE is not available for 802D systems. An 802D system is always regarded as a module. Therefore$MN_HANDWHEEL_MODULE = 1 must always be set for handwheels linked directly to 802D systems.,Invalid handwheel module for handwheel %1,Interface signals are set. Alarm display.,Set machine date $MN_HANDWHEEL_MODULE = 1 for the corresponding handwheel.,Siemens 840D
4621,NCK,4621,For SINUMERIK 802D only: The handwheel input for handwheel %1 requested through machine data $MN_HANDWHEEL_INPUT is not available for 802D systems. A maximum of 2 handwheels can be directly linked to 802D system.,Invalid handwheel input for handwheel %1,Interface signals are set. Alarm display.,Configure machine date $MN_HANDWHEEL_INPUT for a valid input for the corresponding handwheel,Siemens 840D
4630,NCK,4630,For PROFIBUS/PROFINET only: The reference in $MN_HANDWHEEL_MODULE to a corresponding entry in machine data array $MN_HANDWHEEL_LOGIC_ADDRESS[] which is required for configuring PROFIBUS handwheels is not available.,Invalid handwheel module for handwheel %1,Interface signals are set. Alarm display.,Configure the machine data $MN_HANDWHEEL_MODULE for the corresponding PROFIBUS handwheel so that there is a valid reference to an entry in the machine data array $MN_HANDWHEEL_LOGIC_ADDRESS[].,Siemens 840D
4631,NCK,4631,For PROFIBUS/PROFINET only: The handwheel slot for handwheel %1 requested through machine data $MN_HANDWHEEL_INPUT is not available for PROFIBUS handwheels.,Invalid handwheel slot for handwheel %1,Interface signals are set. Alarm display.,Configure machine date $MN_HANDWHEEL_INPUT to a valid handwheel slot for the corresponding PROFIBUS handwheel.,Siemens 840D
4632,NCK,4632,For PROFIBUS/PROFINET only: The logical basic address of the PROFIBUS handwheel slot in machine data array $MN_HANDWHEEL_LOGIC_ADDRESS[] indexed in machine data $MN_HANDWHEEL_MODULE was not found in the current STEP 7 hardware configuration.,Logical PROFIBUS handwheel slot base address for handwheel %1 not,Interface signals are set. Alarm display.,Check if $MN_HANDWHEEL_MODULE of the corresponding handwheel is correct. Check if indexed logical base address of PROFIBUS handwheel slot in machine date array $MN_HANDWHEEL_LOGIC_ADDRESS[] is correct.,Siemens 840D
4640,NCK,4640,For ETHERNET only: The handwheel module for handwheel %1 requested through machine data $MN_HANDWHEEL_MODULE is not available for ETHERNET handwheels. $MN_HANDWHEEL_MODULE = 1 must always be set when configuring ETHERNET handwheels.,Invalid handwheel module for handwheel %1,Interface signals are set. Alarm display.,Set machine date $MN_HANDWHEEL_MODULE = 1 for the corresponding handwheel.,Siemens 840D
4641,NCK,4641,For ETHERNET only: The handwheel input for handwheel %1 requested through machine data $MN_HANDWHEEL_INPUT is not available for ETHERNET handwheels. A maximum of 6 handwheels can be configured.,Invalid handwheel input for handwheel %1,Interface signals are set. Alarm display.,Configure machine date $MN_HANDWHEEL_INPUT for a valid input for the corresponding handwheel,Siemens 840D
4700,NCK,4700,For PROFIBUS/PROFINET only: The logical slot / I/O area address was not found in machine data MD10500 $MN_DPIO_LOGIC_ADDRESS_IN with the stated slot / I/O area in the current STEP 7 hardware configuration.,PROFIBUS I/O: The logical slot / I/O area address %1 was not found.,Interface signals are set. Alarm display.,"Check the slot / I/O area address in the configuration (STEP 7, HW Config).",Siemens 840D
4702,NCK,4702,For PROFIBUS/PROFINET only: The logical slot / I/O area address was not found in machine data MD10506 $MN_DPIO_LOGIC_ADDRESS_OUT with the stated slot / I/O area index in the current STEP 7 hardware configuration.,PROFIBUS I/O: The logical slot / I/O area address %1 was not found.,Interface signals are set. Alarm display.,"Check the slot / I/O area address in the configuration (STEP 7, HW Config).",Siemens 840D
5000,NCK,5000,"The communication job (data exchange between NCK and MMC, e.g.: loading an NC part program) cannot be executed because there is insufficient memory space. Cause: Too many communication jobs in parallel.",Communication job not executable %1,Alarm display.,- Reduce the number of communication jobs taking place at the same time or increase MD10134 $MN_MM_NUM_MMC_UNITS - Restart communication job. Please inform the authorized personnel/service department. No remedial measures are possible - the operation triggering the alarm message has to be repeated. Clear the alarm display with Cancel.,Siemens 840D
6000,NCK,6000,"The memory management was not able to allocate the NC user memory with the values in the machine data. It did not have enough memory available because the total memory available is provided as dynamic and static memory for the NC user (e.g. for macro definitions, user variables, number of tool offsets, number of directories and files etc.).",Memory reorganized using standard machine data,"NC not ready. Mode group not ready, also effective for single axes NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm.","Please inform the authorized personnel/service department. Redefine the NC memory structure! A specific machine data for NC user memory allocation cannot be stated to be the cause of the alarm. The MD initiating the alarm therefore has to be determined on the basis of the default values in the machine data by changing the user-specific memory structure step by step. Usually, it is not just one single machine data that has been set too large. Therefore it is advisable to reduce the memory area by",Siemens 840D
6010,NCK,6010,"The data management has detected an error in power-up. The specified data block may not have been created. The error number specifies the type of error. If the error number >100000, then there is a fatal system error. Otherwise, the user memory area was made too small. In this case the (user) error codes have the following meaning: - Error number 1: No memory space available - Error number 2: Maximum possible number of symbols exceeded - Error number 3: Index 1 lies outside the valid value range","Channel %1 data block %2 not or not completely created, error code %3","NC not ready. Channel not ready. NC Start disable in this channel. Interface signals are set. Alarm display. NC Stop on alarm. NCK alarms 01/2008 Overview of Alarms 2-61 © Siemens AG, 2008. All Rights Reserved SINUMERIK 840D sl, 840Di sl, SINAMICS, Diagnostics Manual (DAsl), 01/2008","Correct the machine data or undo the changes made. Please inform the authorized personnel/service department. There are two determining machine data for cycle programs: - $MN_MM_NUM_MAX_FUNC_NAMES = max. number of all cycle programs, error number = 2 shows that this value is too small. - $MN_MM_NUM_MAX_FUNC_PARAM = max. number of all parameters defined in the cycle programs, error number = 2 shows that this value is too small (If these MDs are modified, the memory backup is retained) The follow",Siemens 840D
6020,NCK,6020,Machine data have been changed that define the NC user memory allocation. Data management has restructured the memory in accordance with the altered machine data.,Machine data have been changed - now memory is reorganized,Alarm display.,No remedial measures are required. Any user data that are required must be input again.,Siemens 840D
6030,NCK,6030,"Data management checks during power-up the actually available physical user memory (DRAM, DPRAM and SRAM) with the values in the system-specific machine data 18210 MM_USER_MEM_DYNAMIC, MD 18220 MM_USER_MEM_DPR und MD 18230 MM_- USERMEM_BUFFERED.",Limit of user memory has been adapted,Alarm display.,No remedial measures are required. The new maximum permissible value can be read from the reduced machine data.,Siemens 840D
